idTweeter,lastSuscribings
1356925149581242370,1;2;3;4;5;6
1492492979474341890,1;2;3;4;5;6
107528682,1;2;3;4;5;6
3226266525,1;2;3;4;5;6
2370639678,1;2;3;4;5;6
1122823277066563585,1;2;3;4;5;6
1352089119334281216,1;2;3;4;5;6
3283901,1;2;3;4;5;6
991745162274467840,1;2;3;4;5;6
